,CustomerID,Recency,Frequency,Monetary,Segment
699,13265.0,52,5,2107.66,Regular
700,13266.0,10,19,3717.67,Regular
701,13267.0,2,27,4404.44,Regular
702,13268.0,17,15,3167.64,Regular
703,13269.0,0,17,5315.92,VIP
704,13270.0,365,1,590.0,Regular
705,13271.0,36,2,178.26,Regular
706,13272.0,30,2,276.56,Regular
707,13273.0,112,1,138.98,Regular
708,13276.0,63,2,590.9300000000001,Regular
709,13277.0,15,4,258.4,Regular
710,13278.0,40,1,542.73,Regular
711,13279.0,63,2,126.30000000000001,Regular
712,13280.0,121,3,814.86,Regular
713,13282.0,17,6,1047.8400000000001,Regular
714,13283.0,59,2,93.66,Regular
715,13284.0,322,2,196.15,Regular
716,13285.0,22,4,2709.12,Regular
717,13291.0,155,1,361.11,Regular
718,13292.0,38,2,578.9399999999999,Regular
719,13294.0,189,2,873.74,Regular
720,13295.0,359,2,197.95000000000002,Regular
721,13296.0,136,1,87.4,Regular
722,13297.0,7,4,2089.85,Regular
723,13298.0,0,1,360.0,Regular
724,13299.0,267,1,142.5,Regular
725,13300.0,164,2,365.29,Regular
726,13301.0,103,4,618.09,Regular
727,13302.0,154,1,63.75,Regular
728,13304.0,350,1,300.42,Regular
729,13305.0,3,10,2000.86,Regular
730,13307.0,119,1,15.0,Regular
731,13308.0,22,4,1367.6100000000001,Regular
732,13309.0,6,5,1456.79,Regular
733,13310.0,8,6,1083.63,Regular
734,13311.0,3,2,598.57,Regular
735,13313.0,21,5,1555.32,Regular
736,13314.0,1,4,578.66,Regular
737,13316.0,36,5,5815.49,VIP
738,13317.0,63,9,2140.07,Regular
739,13318.0,0,3,640.76,Regular
740,13319.0,4,36,10664.34,VIP
741,13320.0,69,6,1491.7,Regular
742,13321.0,71,2,567.36,Regular
743,13322.0,16,1,199.48000000000002,Regular
744,13323.0,2,5,787.85,Regular
745,13324.0,31,12,7072.8,VIP
746,13325.0,81,1,675.3,Regular
747,13327.0,38,9,3617.57,Regular
748,13328.0,315,1,1308.48,Regular
749,13329.0,31,4,740.4,Regular
750,13330.0,92,3,1140.93,Regular
751,13332.0,13,1,350.9,Regular
752,13334.0,81,3,3536.82,Regular
753,13336.0,76,1,795.12,Regular
754,13338.0,153,3,431.82,Regular
755,13339.0,200,1,860.12,Regular
756,13340.0,44,7,10736.48,VIP
757,13341.0,260,1,775.85,Regular
758,13343.0,172,2,303.93,Regular
759,13344.0,67,3,2543.72,Regular
760,13345.0,276,2,377.6,Regular
761,13347.0,69,1,341.36,Regular
762,13348.0,63,1,233.76,Regular
763,13349.0,10,1,247.32,Regular
764,13350.0,15,3,910.72,Regular
765,13351.0,65,1,373.94,Regular
766,13352.0,7,2,389.28,Regular
767,13354.0,70,1,743.53,Regular
768,13355.0,121,1,674.7,Regular
769,13356.0,79,1,768.24,Regular
770,13357.0,256,1,609.95,Regular
771,13358.0,268,1,439.03,Regular
772,13359.0,58,2,431.26,Regular
773,13362.0,2,5,3085.4900000000002,Regular
774,13363.0,17,2,992.5,Regular
775,13364.0,66,2,0.0,Regular
776,13365.0,8,3,2191.22,Regular
777,13366.0,49,1,56.160000000000004,Regular
778,13368.0,256,2,623.4,Regular
779,13369.0,353,2,263.75,Regular
780,13370.0,365,2,721.32,Regular
781,13372.0,89,1,378.64,Regular
782,13373.0,60,3,3312.25,Regular
783,13375.0,80,2,772.9,Regular
784,13376.0,98,3,1019.76,Regular
785,13379.0,25,3,572.56,Regular
786,13381.0,20,7,3626.81,Regular
787,13382.0,280,1,222.99,Regular
788,13384.0,30,9,4122.28,Regular
789,13385.0,329,1,534.57,Regular
790,13388.0,120,3,627.15,Regular
791,13389.0,10,3,797.96,Regular
792,13390.0,74,1,544.08,Regular
793,13391.0,203,1,59.8,Regular
794,13394.0,1,10,2312.8,Regular
795,13395.0,184,1,307.72,Regular
796,13396.0,21,4,1325.29,Regular
797,13397.0,72,6,1539.18,Regular
798,13398.0,191,1,457.34,Regular
799,13402.0,126,2,621.23,Regular
800,13403.0,17,1,75.0,Regular
801,13404.0,0,2,252.49,Regular
802,13405.0,73,3,572.451,Regular
803,13408.0,1,81,27487.41,VIP
804,13410.0,8,7,988.91,Regular
805,13411.0,106,1,213.55,Regular
806,13414.0,133,3,1390.5,Regular
807,13416.0,43,2,712.5,Regular
808,13417.0,4,2,640.83,Regular
809,13418.0,11,23,5845.44,VIP
810,13419.0,63,1,221.06,Regular
811,13420.0,134,4,140.35,Regular
812,13421.0,39,3,1848.98,Regular
813,13422.0,50,2,2601.55,Regular
814,13425.0,107,3,1624.21,Regular
815,13426.0,0,12,3550.7000000000003,Regular
816,13427.0,18,3,582.6,Regular
817,13428.0,9,1,218.47,Regular
818,13429.0,10,4,1006.8,Regular
819,13430.0,18,4,648.6899999999999,Regular
820,13431.0,66,2,1269.1,Regular
821,13434.0,73,2,534.24,Regular
822,13435.0,4,9,3794.4900000000002,Regular
823,13436.0,1,1,196.89,Regular
824,13437.0,13,7,3408.06,Regular
825,13439.0,254,1,283.71,Regular
826,13441.0,91,1,296.64,Regular
827,13447.0,22,4,1104.23,Regular
828,13448.0,16,10,3465.67,Regular
829,13449.0,23,1,291.88,Regular
830,13450.0,26,6,2043.7199999999998,Regular
831,13451.0,25,6,2916.45,Regular
832,13452.0,258,2,590.0,Regular
833,13453.0,165,2,356.97999999999996,Regular
834,13455.0,24,4,1007.35,Regular
835,13456.0,17,7,1737.8200000000002,Regular
836,13458.0,6,22,9537.92,VIP
837,13460.0,28,2,183.44,Regular
838,13461.0,38,3,1445.0,Regular
839,13462.0,182,2,143.25,Regular
840,13464.0,57,1,674.68,Regular
841,13466.0,99,2,297.95,Regular
842,13467.0,10,2,1083.71,Regular
843,13468.0,1,41,5656.75,VIP
844,13470.0,98,2,165.0,Regular
845,13471.0,0,4,2531.58,Regular
846,13473.0,60,3,417.54,Regular
847,13474.0,235,1,229.59,Regular
848,13475.0,190,4,1431.78,Regular
849,13476.0,178,4,1092.77,Regular
850,13477.0,37,8,1441.53,Regular
851,13479.0,197,3,291.0,Regular
852,13481.0,45,8,1776.81,Regular
853,13482.0,231,1,184.64,Regular
854,13483.0,65,1,140.34,Regular
855,13484.0,240,1,313.8,Regular
856,13485.0,232,1,454.24,Regular
857,13486.0,77,3,1122.41,Regular
858,13487.0,57,3,575.4,Regular
859,13488.0,16,17,8910.61,VIP
860,13489.0,104,4,449.52,Regular
861,13491.0,51,10,1215.82,Regular
862,13492.0,135,3,1269.84,Regular
863,13493.0,274,2,618.63,Regular
864,13494.0,311,1,316.26000000000005,Regular
865,13495.0,7,6,1990.1200000000001,Regular
866,13496.0,10,3,617.93,Regular
867,13497.0,282,3,321.05,Regular
868,13499.0,17,7,1146.96,Regular
869,13500.0,22,4,1136.77,Regular
870,13501.0,242,2,1310.47,Regular
871,13502.0,16,3,292.0,Regular
872,13503.0,70,1,216.85,Regular
873,13504.0,63,1,295.93,Regular
874,13505.0,67,8,4282.88,Regular
875,13506.0,311,3,452.82,Regular
876,13507.0,2,4,2479.16,Regular
877,13508.0,243,1,110.97,Regular
878,13509.0,8,7,979.72,Regular
879,13510.0,0,5,1785.16,Regular
880,13512.0,260,1,251.21,Regular
881,13513.0,126,1,205.1,Regular
882,13514.0,73,1,152.20000000000002,Regular
883,13515.0,72,4,891.12,Regular
884,13516.0,20,3,1389.41,Regular
885,13517.0,59,5,2109.07,Regular
886,13518.0,85,1,659.4399999999999,Regular
887,13519.0,49,2,110.80000000000001,Regular
888,13520.0,58,8,3487.75,Regular
889,13521.0,0,3,1093.65,Regular
890,13522.0,29,1,125.80000000000001,Regular
891,13523.0,32,6,3755.38,Regular
892,13524.0,40,5,680.1800000000001,Regular
893,13525.0,14,2,628.78,Regular
894,13527.0,33,8,2263.76,Regular
895,13529.0,78,2,307.76,Regular
896,13531.0,204,2,483.8,Regular
897,13532.0,33,1,210.31,Regular
898,13533.0,182,3,270.79,Regular
899,13534.0,1,43,5613.08,VIP
900,13536.0,0,7,3448.29,Regular
901,13538.0,42,7,1280.85,Regular
902,13539.0,85,4,605.84,Regular
903,13544.0,39,2,291.41,Regular
904,13546.0,11,3,626.99,Regular
905,13548.0,95,2,682.41,Regular
906,13549.0,25,8,916.12,Regular
907,13551.0,318,1,91.80000000000001,Regular
908,13552.0,65,16,3539.53,Regular
909,13555.0,73,4,4149.28,Regular
910,13557.0,27,2,584.06,Regular
911,13558.0,5,4,605.06,Regular
912,13560.0,6,1,174.37,Regular
913,13561.0,215,1,141.85999999999999,Regular
914,13562.0,81,3,1799.33,Regular
915,13563.0,83,2,777.53,Regular
916,13564.0,143,5,647.74,Regular
917,13565.0,18,2,240.22,Regular
918,13566.0,40,2,874.71,Regular
919,13568.0,172,1,192.85,Regular
920,13569.0,16,2,373.75,Regular
921,13570.0,242,1,239.49,Regular
922,13571.0,12,12,2092.32,Regular
923,13572.0,205,1,1384.25,Regular
924,13573.0,49,2,294.4,Regular
925,13575.0,22,5,732.0699999999999,Regular
926,13576.0,9,20,6703.3,VIP
927,13577.0,24,5,1658.3,Regular
928,13579.0,14,2,467.04,Regular
929,13581.0,308,1,118.0,Regular
930,13583.0,155,1,781.03,Regular
931,13584.0,306,1,142.4,Regular
932,13587.0,31,3,347.0,Regular
933,13588.0,15,13,2445.12,Regular
934,13589.0,14,2,379.65,Regular
935,13590.0,10,7,1976.12,Regular
936,13591.0,64,3,1117.13,Regular
937,13592.0,35,4,247.95999999999998,Regular
938,13593.0,107,6,1990.28,Regular
939,13594.0,52,1,396.97,Regular
940,13596.0,5,2,697.04,Regular
941,13598.0,46,2,167.42000000000002,Regular
942,13599.0,0,33,5030.6,VIP
943,13600.0,311,1,219.52,Regular
944,13601.0,44,2,693.32,Regular
945,13602.0,64,1,428.89,Regular
946,13603.0,25,1,164.34,Regular
947,13606.0,28,3,280.53999999999996,Regular
948,13607.0,39,1,678.01,Regular
949,13610.0,11,9,1115.43,Regular
950,13611.0,88,4,1158.2,Regular
951,13614.0,23,4,1610.46,Regular
952,13615.0,312,2,399.99,Regular
953,13617.0,39,3,544.18,Regular
954,13618.0,173,1,177.34,Regular
955,13621.0,116,1,213.85,Regular
956,13623.0,30,7,672.44,Regular
957,13626.0,252,1,257.23,Regular
958,13627.0,58,7,1624.02,Regular
959,13629.0,22,11,7792.36,VIP
960,13630.0,4,11,1995.68,Regular
961,13631.0,99,12,3021.77,Regular
962,13632.0,24,6,2117.02,Regular
963,13634.0,32,5,1575.16,Regular
964,13635.0,67,1,1071.03,Regular
965,13636.0,36,6,941.62,Regular
966,13637.0,51,3,810.5,Regular
967,13638.0,15,1,122.64,Regular
968,13639.0,73,1,1033.34,Regular
969,13642.0,215,1,354.8,Regular
970,13643.0,30,3,519.44,Regular
971,13644.0,8,5,2597.52,Regular
972,13645.0,119,1,252.1,Regular
973,13647.0,9,5,1670.22,Regular
974,13649.0,256,2,346.6,Regular
975,13650.0,16,7,1809.34,Regular
976,13651.0,34,2,94.2,Regular
977,13652.0,45,3,1095.08,Regular
978,13654.0,42,6,2707.33,Regular
979,13655.0,113,2,932.97,Regular
980,13656.0,164,2,379.65,Regular
981,13657.0,10,2,382.14,Regular
982,13658.0,9,7,2421.47,Regular
983,13659.0,196,3,1550.85,Regular
984,13662.0,85,7,879.08,Regular
985,13663.0,178,1,189.47,Regular
986,13666.0,59,3,84.65,Regular
987,13667.0,148,1,305.02,Regular
988,13668.0,2,29,6216.07,VIP
989,13669.0,50,2,218.55,Regular
990,13670.0,74,1,349.7,Regular
991,13672.0,300,6,-71.46,Regular
992,13673.0,18,2,396.92,Regular
993,13675.0,150,2,486.82000000000005,Regular
994,13678.0,151,1,232.6,Regular
995,13680.0,0,5,2202.31,Regular
996,13681.0,17,4,827.83,Regular
997,13682.0,186,1,59.5,Regular
998,13684.0,285,2,64.23,Regular
999,13685.0,2,7,3119.44,Regular
1000,13686.0,182,1,72.0,Regular
1001,13689.0,62,1,910.0,Regular
1002,13690.0,58,1,172.25,Regular
1003,13692.0,24,5,1466.8700000000001,Regular
1004,13693.0,324,2,-32.0,Regular
1005,13694.0,3,60,62653.1,VIP
1006,13695.0,30,15,2504.13,Regular
1007,13697.0,38,1,151.29999999999998,Regular
1008,13699.0,154,1,308.58000000000004,Regular
1009,13700.0,25,10,2265.12,Regular
1010,13703.0,317,1,99.5,Regular
1011,13704.0,4,10,2295.31,Regular
1012,13705.0,7,3,711.86,Regular
1013,13706.0,302,1,330.79,Regular
1014,13707.0,266,2,806.41,Regular
1015,13708.0,270,1,296.88,Regular
1016,13709.0,3,17,6249.110000000001,VIP
1017,13710.0,31,1,180.48,Regular
1018,13711.0,218,2,252.06,Regular
1019,13712.0,246,1,228.84,Regular
1020,13715.0,280,8,1053.94,Regular
1021,13716.0,268,1,138.28,Regular
1022,13717.0,31,7,1432.26,Regular
1023,13718.0,245,2,306.55,Regular
1024,13719.0,14,5,1041.68,Regular
1025,13720.0,116,4,799.9,Regular
1026,13721.0,35,1,524.14,Regular
1027,13722.0,119,4,2369.16,Regular
1028,13723.0,216,1,199.85000000000002,Regular
1029,13725.0,49,11,1809.81,Regular
1030,13726.0,38,2,1079.6599999999999,Regular
1031,13727.0,28,2,333.48,Regular
1032,13728.0,36,6,1016.14,Regular
1033,13730.0,135,2,752.6,Regular
1034,13731.0,218,2,610.59,Regular
1035,13732.0,27,1,491.86,Regular
1036,13735.0,24,8,2766.18,Regular
1037,13736.0,4,3,724.0,Regular
1038,13737.0,199,1,339.59999999999997,Regular
1039,13739.0,17,1,216.9,Regular
1040,13740.0,240,1,350.75,Regular
1041,13741.0,71,4,666.33,Regular
1042,13742.0,16,14,3102.42,Regular
1043,13743.0,2,8,1340.1499999999999,Regular
1044,13744.0,94,2,1156.36,Regular
1045,13745.0,150,2,291.54,Regular
1046,13747.0,373,1,79.6,Regular
1047,13748.0,95,5,948.25,Regular
1048,13750.0,53,5,1647.26,Regular
1049,13751.0,287,1,296.25,Regular
1050,13752.0,123,6,1186.28,Regular
1051,13753.0,287,1,741.26,Regular
1052,13754.0,151,2,282.59999999999997,Regular
1053,13755.0,3,10,2154.68,Regular
1054,13756.0,1,15,5145.12,VIP
1055,13758.0,11,7,3190.55,Regular
1056,13759.0,32,2,659.4100000000001,Regular
1057,13760.0,53,2,286.79,Regular
1058,13761.0,49,2,1070.65,Regular
1059,13762.0,203,2,3.552713678800501e-15,Regular
1060,13763.0,62,3,1689.46,Regular
1061,13764.0,70,3,1521.76,Regular
1062,13767.0,1,52,16945.71,VIP
1063,13769.0,1,16,2771.87,Regular
1064,13771.0,63,5,2631.7,Regular
1065,13772.0,33,3,1132.13,Regular
1066,13774.0,81,1,345.0,Regular
1067,13777.0,0,41,25748.350000000002,VIP
1068,13778.0,102,1,178.7,Regular
1069,13780.0,6,2,360.01,Regular
1070,13781.0,250,1,127.84,Regular
1071,13782.0,12,6,912.0,Regular
1072,13784.0,9,11,2462.79,Regular
1073,13786.0,366,1,230.39999999999998,Regular
1074,13787.0,75,2,309.04,Regular
1075,13790.0,3,1,348.8,Regular
1076,13791.0,42,3,1047.68,Regular
1077,13792.0,65,2,195.55,Regular
1078,13798.0,0,63,36351.42,VIP
1079,13799.0,116,2,688.86,Regular
1080,13800.0,309,1,558.32,Regular
1081,13801.0,66,1,324.8,Regular
1082,13802.0,137,6,3906.27,Regular
1083,13803.0,254,1,277.07,Regular
1084,13804.0,30,7,2635.79,Regular
1085,13805.0,51,2,924.6,Regular
1086,13806.0,63,1,256.38,Regular
1087,13807.0,366,1,112.6,Regular
1088,13808.0,5,5,1747.66,Regular
1089,13809.0,304,1,155.05,Regular
1090,13810.0,28,4,899.51,Regular
1091,13811.0,183,4,591.75,Regular
1092,13812.0,41,3,539.0,Regular
1093,13813.0,39,5,1353.41,Regular
1094,13814.0,55,3,1562.12,Regular
1095,13815.0,21,5,4014.91,Regular
1096,13816.0,23,4,555.04,Regular
1097,13817.0,28,2,382.98,Regular
1098,13819.0,301,3,1140.35,Regular
1099,13821.0,144,2,385.64,Regular
1100,13822.0,5,2,632.0,Regular
1101,13823.0,18,2,957.66,Regular
1102,13824.0,32,5,1698.94,Regular
1103,13826.0,157,2,174.65,Regular
1104,13827.0,57,3,412.05,Regular
1105,13828.0,21,1,209.49,Regular
1106,13829.0,358,1,-102.0,Regular
1107,13831.0,15,6,2202.99,Regular
1108,13832.0,17,2,40.949999999999996,Regular
1109,13833.0,158,1,384.8,Regular
1110,13835.0,24,4,834.57,Regular
1111,13837.0,211,2,271.24,Regular
1112,13838.0,5,4,691.73,Regular
1113,13841.0,252,1,85.0,Regular
1114,13842.0,58,9,3385.62,Regular
1115,13844.0,10,1,361.62,Regular
1116,13845.0,64,1,312.98,Regular
1117,13846.0,24,4,847.61,Regular
1118,13848.0,91,3,1255.0,Regular
1119,13849.0,51,2,1537.95,Regular
1120,13850.0,87,2,1586.81,Regular
1121,13851.0,95,3,2651.46,Regular
1122,13853.0,8,2,1056.94,Regular
1123,13854.0,8,29,8025.0199999999995,VIP
1124,13856.0,168,5,363.4,Regular
1125,13858.0,56,1,216.17,Regular
1126,13859.0,325,1,201.16,Regular
1127,13860.0,0,6,1240.0,Regular
1128,13862.0,17,10,2187.31,Regular
1129,13863.0,244,2,299.56,Regular
1130,13865.0,57,4,501.56,Regular
1131,13866.0,73,1,145.67000000000002,Regular
1132,13867.0,30,3,1015.29,Regular
1133,13868.0,6,2,3192.54,Regular
1134,13869.0,122,4,3104.95,Regular
1135,13870.0,1,10,2751.25,Regular
1136,13871.0,22,14,6389.8,VIP
1137,13873.0,119,4,381.7,Regular
1138,13874.0,357,1,540.45,Regular
1139,13875.0,53,5,1786.79,Regular
1140,13876.0,63,1,122.7,Regular
1141,13877.0,85,1,117.24,Regular
1142,13878.0,54,1,1281.53,Regular
1143,13880.0,20,13,3219.77,Regular
1144,13881.0,3,22,16989.52,VIP
1145,13882.0,2,6,1131.28,Regular
1146,13883.0,0,9,2538.75,Regular
1147,13884.0,6,6,781.3000000000001,Regular
1148,13885.0,188,2,506.8,Regular
1149,13886.0,70,1,243.56,Regular
1150,13887.0,203,1,349.55,Regular
1151,13888.0,119,2,605.63,Regular
1152,13889.0,92,1,416.90000000000003,Regular
1153,13890.0,0,14,1860.8600000000001,Regular
1154,13892.0,26,4,632.97,Regular
1155,13893.0,297,1,821.1,Regular
1156,13894.0,21,5,535.97,Regular
1157,13895.0,20,5,2588.12,Regular
1158,13897.0,49,1,311.16,Regular
1159,13898.0,325,1,155.93,Regular
1160,13899.0,15,2,388.52,Regular
1161,13900.0,182,3,740.95,Regular
1162,13901.0,71,5,2867.2,Regular
1163,13904.0,36,2,332.64,Regular
1164,13908.0,79,5,2347.05,Regular
1165,13911.0,56,9,2580.91,Regular
1166,13914.0,3,3,613.95,Regular
1167,13917.0,49,2,272.04,Regular
1168,13918.0,49,2,1212.8400000000001,Regular
1169,13919.0,52,3,350.15999999999997,Regular
1170,13922.0,351,1,172.25,Regular
1171,13923.0,53,1,351.13,Regular
1172,13924.0,1,11,1682.08,Regular
1173,13925.0,35,6,616.65,Regular
1174,13926.0,22,1,223.85000000000002,Regular
1175,13927.0,74,1,348.99,Regular
1176,13928.0,10,4,464.57,Regular
1177,13929.0,168,3,802.85,Regular
1178,13930.0,57,2,337.34,Regular
1179,13931.0,85,3,1230.93,Regular
1180,13932.0,294,1,307.4,Regular
1181,13933.0,108,2,608.7900000000001,Regular
1182,13934.0,263,1,922.1,Regular
1183,13936.0,170,2,361.28,Regular
1184,13937.0,168,1,158.85,Regular
1185,13938.0,34,1,71.66,Regular
1186,13939.0,22,4,556.75,Regular
1187,13940.0,16,4,839.14,Regular
1188,13941.0,21,7,4912.41,Regular
1189,13946.0,78,3,561.5699999999999,Regular
1190,13947.0,64,1,90.6,Regular
1191,13948.0,360,1,102.0,Regular
1192,13949.0,2,6,2427.32,Regular
1193,13950.0,10,5,728.56,Regular
1194,13951.0,175,3,674.45,Regular
1195,13952.0,210,3,3246.091,Regular
1196,13953.0,6,7,3515.68,Regular
1197,13954.0,1,3,378.59,Regular
1198,13955.0,153,2,322.96,Regular
1199,13956.0,4,5,1026.42,Regular
1200,13958.0,371,1,-102.45,Regular
1201,13959.0,78,3,598.2,Regular
1202,13960.0,20,2,230.22,Regular
1203,13962.0,21,2,169.55,Regular
1204,13963.0,307,4,664.54,Regular
1205,13967.0,145,1,80.7,Regular
1206,13969.0,6,20,8986.69,VIP
1207,13971.0,8,11,2702.2200000000003,Regular
1208,13972.0,70,2,190.25,Regular
1209,13973.0,286,1,264.7,Regular
1210,13974.0,48,1,413.59000000000003,Regular
1211,13975.0,30,7,2503.23,Regular
1212,13976.0,206,1,357.98,Regular
1213,13978.0,14,2,196.79000000000002,Regular
1214,13979.0,72,1,869.87,Regular
1215,13980.0,59,1,200.14,Regular
1216,13982.0,38,5,1861.11,Regular
1217,13983.0,29,13,2590.46,Regular
1218,13984.0,26,6,488.03,Regular
1219,13985.0,3,16,7024.53,VIP
1220,13986.0,16,1,320.46,Regular
1221,13988.0,19,9,4098.8,Regular
1222,13989.0,65,2,1266.08,Regular
1223,13990.0,212,1,311.3,Regular
1224,13991.0,11,7,850.63,Regular
1225,13992.0,29,1,76.8,Regular
1226,13993.0,31,12,3409.66,Regular
1227,13994.0,3,6,2313.14,Regular
1228,13995.0,14,6,1383.49,Regular
1229,13999.0,9,15,3865.26,Regular
1230,14000.0,205,2,633.71,Regular
1231,14001.0,45,4,2030.3300000000002,Regular
1232,14002.0,133,2,529.73,Regular
1233,14004.0,42,7,4582.64,Regular
1234,14005.0,9,5,2874.72,Regular
1235,14006.0,115,3,962.19,Regular
1236,14009.0,197,3,685.9300000000001,Regular
1237,14012.0,277,1,328.8,Regular
1238,14013.0,109,3,473.02,Regular
1239,14014.0,76,1,505.18,Regular
1240,14015.0,52,1,917.34,Regular
1241,14016.0,153,5,4328.46,Regular
1242,14019.0,46,4,1398.96,Regular
1243,14020.0,16,2,642.8,Regular
1244,14021.0,154,3,631.9,Regular
1245,14022.0,224,1,440.0,Regular
1246,14023.0,6,2,584.07,Regular
1247,14024.0,121,2,327.7,Regular
1248,14027.0,60,1,104.82,Regular
1249,14029.0,62,2,467.66,Regular
1250,14030.0,17,8,2360.09,Regular
1251,14031.0,6,23,14634.640000000001,VIP
1252,14032.0,1,18,2929.84,Regular
1253,14034.0,21,4,512.02,Regular
1254,14035.0,28,5,1428.02,Regular
1255,14036.0,284,1,626.65,Regular
1256,14037.0,175,2,147.20000000000002,Regular
1257,14038.0,77,4,1554.48,Regular
1258,14039.0,32,1,152.2,Regular
1259,14040.0,40,15,3542.19,Regular
1260,14041.0,265,1,141.41,Regular
1261,14044.0,26,4,652.82,Regular
1262,14045.0,108,4,1659.75,Regular
1263,14046.0,283,1,154.99,Regular
1264,14047.0,8,7,1290.01,Regular
1265,14048.0,276,2,375.13,Regular
1266,14049.0,16,6,5639.15,VIP
1267,14050.0,31,2,746.36,Regular
1268,14051.0,0,26,15477.34,VIP
1269,14052.0,19,1,225.36,Regular
1270,14053.0,123,2,260.25,Regular
1271,14054.0,64,1,92.46,Regular
1272,14055.0,105,1,725.6400000000001,Regular
1273,14056.0,0,29,8124.4,VIP
1274,14057.0,23,18,6147.4,VIP
1275,14059.0,266,1,183.6,Regular
1276,14060.0,4,20,6135.38,VIP
1277,14062.0,9,12,10464.85,VIP
1278,14064.0,28,7,1188.32,Regular
1279,14066.0,266,1,152.55,Regular
1280,14067.0,63,2,374.7,Regular
1281,14068.0,319,1,265.85,Regular
1282,14071.0,3,9,1307.41,Regular
1283,14073.0,20,2,139.54,Regular
1284,14075.0,4,3,942.26,Regular
1285,14076.0,128,1,122.47,Regular
1286,14077.0,40,5,499.41999999999996,Regular
1287,14078.0,101,6,1049.37,Regular
1288,14079.0,124,1,375.1,Regular
1289,14080.0,32,1,45.599999999999994,Regular
1290,14081.0,266,4,904.67,Regular
1291,14082.0,364,1,182.25,Regular
1292,14083.0,3,9,1018.43,Regular
1293,14085.0,1,19,4435.79,Regular
1294,14087.0,2,2,181.67,Regular
1295,14088.0,9,14,50415.49,VIP
1296,14089.0,56,1,161.0,Regular
1297,14090.0,324,1,76.32000000000001,Regular
1298,14092.0,7,17,4063.1,Regular
1299,14093.0,11,1,442.85,Regular
1300,14096.0,3,34,57120.909999999996,VIP
1301,14098.0,36,1,147.35,Regular
1302,14099.0,15,12,3092.9700000000003,Regular
1303,14100.0,137,1,194.9,Regular
1304,14101.0,73,6,5976.79,VIP
1305,14102.0,4,8,1314.73,Regular
1306,14104.0,154,2,216.20999999999998,Regular
1307,14105.0,84,2,1260.33,Regular
1308,14107.0,51,8,2688.48,Regular
1309,14108.0,30,3,594.16,Regular
1310,14109.0,22,2,80.2,Regular
1311,14110.0,3,13,5669.65,VIP
1312,14111.0,13,5,688.6,Regular
1313,14112.0,22,12,2774.17,Regular
1314,14113.0,3,8,1377.92,Regular
1315,14114.0,273,2,386.53,Regular
1316,14116.0,19,5,1382.74,Regular
1317,14117.0,143,1,90.0,Regular
1318,14119.0,353,1,-19.9,Regular
1319,14121.0,3,6,2740.3,Regular
1320,14124.0,83,1,419.58000000000004,Regular
1321,14125.0,10,3,2740.43,Regular
1322,14126.0,7,4,643.6300000000001,Regular
1323,14127.0,122,3,709.71,Regular
1324,14128.0,60,2,637.5,Regular
1325,14129.0,1,5,1123.8600000000001,Regular
1326,14130.0,318,1,483.86,Regular
1327,14132.0,1,12,3580.13,Regular
1328,14133.0,129,5,590.3399999999999,Regular
1329,14135.0,1,15,4690.31,Regular
1330,14138.0,1,2,982.3800000000001,Regular
1331,14139.0,45,1,415.82,Regular
1332,14140.0,3,3,920.05,Regular
1333,14141.0,2,6,879.0300000000001,Regular
1334,14142.0,372,1,311.81,Regular
1335,14143.0,133,1,115.8,Regular
1336,14145.0,46,5,3148.2,Regular
1337,14146.0,8,6,2949.57,Regular
1338,14147.0,48,3,468.4,Regular
1339,14148.0,233,1,157.2,Regular
1340,14149.0,212,3,259.43,Regular
1341,14150.0,35,2,658.64,Regular
1342,14152.0,74,3,611.09,Regular
1343,14154.0,238,2,1345.62,Regular
1344,14155.0,265,1,118.75,Regular
1345,14156.0,9,66,113384.14,VIP
1346,14157.0,19,3,400.43,Regular
1347,14158.0,39,1,507.66,Regular
1348,14159.0,19,14,4678.3,Regular
1349,14161.0,215,3,1110.52,Regular
1350,14162.0,173,2,289.36,Regular
1351,14163.0,86,4,2445.91,Regular
1352,14164.0,70,2,1631.77,Regular
1353,14165.0,275,1,122.53999999999999,Regular
1354,14167.0,38,4,574.84,Regular
1355,14171.0,97,1,363.79,Regular
1356,14173.0,10,4,450.84,Regular
1357,14174.0,32,1,134.46,Regular
1358,14175.0,50,7,3108.06,Regular
1359,14176.0,296,5,574.0,Regular
1360,14177.0,84,5,554.46,Regular
1361,14178.0,8,7,1620.93,Regular
1362,14179.0,40,2,719.78,Regular
1363,14180.0,10,31,4640.77,Regular
1364,14184.0,66,1,452.89,Regular
1365,14185.0,330,1,197.65,Regular
1366,14188.0,8,10,2018.91,Regular
1367,14189.0,1,24,4604.31,Regular
1368,14191.0,1,14,4660.01,Regular
1369,14193.0,67,2,853.39,Regular
1370,14194.0,4,32,11216.75,VIP
1371,14195.0,201,3,962.7,Regular
1372,14196.0,106,1,335.52,Regular
1373,14198.0,3,7,663.5,Regular
1374,14199.0,217,1,185.39999999999998,Regular
1375,14201.0,59,9,688.04,Regular
1376,14204.0,1,1,161.03,Regular
1377,14205.0,10,4,218.78,Regular
1378,14206.0,238,2,308.26,Regular
1379,14208.0,94,1,151.74,Regular
1380,14209.0,10,7,2067.13,Regular
1381,14210.0,90,7,1900.89,Regular
1382,14211.0,52,13,2208.3,Regular
1383,14212.0,89,1,1070.48,Regular
